0.005 0.012 0.545 0.917   -1.0
0.393 0.245 0.233 0.482   -1.0
0.989 0.914 0.411 0.217   1.0
0.709 0.647 0.418 0.438   1.0
0.272 0.816 0.906 0.781   1.0
0.215 0.193 0.186 0.105   -1.0
0.921 0.110 0.882 0.532   1.0
0.951 0.356 0.921 0.249   1.0
0.838 0.913 0.834 0.500   1.0
0.223 0.128 0.957 0.730   1.0
0.199 0.642 0.501 0.088   -1.0
0.906 0.755 0.508 0.368   1.0
0.115 0.202 0.749 0.982   1.0
0.073 0.136 0.607 0.687   -1.0
0.540 0.979 0.507 0.725   1.0
0.728 0.797 0.611 0.142   1.0
0.298 0.236 0.081 0.167   -1.0
0.939 0.857 0.248 0.073   1.0
0.026 0.811 0.520 0.031   -1.0
0.138 0.879 0.829 0.894   1.0
0.956 0.571 0.846 0.440   1.0
0.537 0.024 0.523 0.926   1.0
0.914 0.751 0.049 0.925   1.0
0.014 0.726 0.412 0.096   -1.0
0.817 0.558 0.915 0.941   1.0
