0.415 0.356 0.896 0.921   1.0
0.878 0.907 0.309 0.331   1.0
0.988 0.876 0.653 0.604   1.0
0.626 0.677 0.131 0.958   1.0
0.641 0.426 0.421 0.207   -1.0
0.683 0.028 0.558 0.084   -1.0
0.877 0.358 0.131 0.292   -1.0
0.112 0.628 0.345 0.222   -1.0
0.084 0.302 0.564 0.311   -1.0
0.102 0.803 0.642 0.098   -1.0
0.133 0.383 0.702 0.566   -1.0
0.275 0.672 0.439 0.762   1.0
0.551 0.355 0.336 0.331   -1.0
0.731 0.606 0.444 0.204   -1.0
0.391 0.560 0.496 0.663   1.0
0.056 0.547 0.028 0.773   -1.0
0.851 0.799 0.667 0.259   1.0
0.165 0.887 0.413 0.172   -1.0
0.132 0.876 0.767 0.675   1.0
0.134 0.653 0.082 0.316   -1.0
0.633 0.808 0.174 0.319   -1.0
0.318 0.338 0.677 0.488   1.0
0.915 0.619 0.252 0.098   -1.0
0.190 0.398 0.530 0.655   -1.0
0.619 0.439 0.525 0.503   1.0
0.441 0.953 0.508 0.092   -1.0
0.281 0.302 0.517 0.412   -1.0
0.325 0.064 0.277 0.313   -1.0
0.394 0.881 0.810 0.068   1.0
0.888 0.867 0.408 0.236   1.0
0.720 0.370 0.962 0.705   -1.0
0.916 0.357 0.185 0.272   -1.0
0.416 0.066 0.835 0.291   -1.0
0.139 0.405 0.610 0.119   -1.0
0.626 0.978 0.625 0.869   1.0
0.699 0.294 0.032 0.203   -1.0
0.381 0.173 0.733 0.255   -1.0
0.131 0.221 0.262 0.449   -1.0
0.632 0.601 0.456 0.424   -1.0
0.348 0.585 0.996 0.153   1.0
0.631 0.057 0.806 0.948   1.0
0.408 0.960 0.085 0.600   1.0
0.234 0.786 0.199 0.466   -1.0
0.338 0.165 0.681 0.582   -1.0
0.730 0.133 0.004 0.463   -1.0
0.144 0.328 0.782 0.504   -1.0
0.118 0.805 0.566 0.807   1.0
0.379 0.031 0.230 0.157   -1.0
0.883 0.740 0.936 0.567   -1.0
0.552 0.985 0.982 0.955   1.0
0.085 0.492 0.825 0.804   1.0
0.183 0.046 0.543 0.218   -1.0
0.348 0.533 0.840 0.435   1.0
0.718 0.167 0.993 0.457   1.0
0.991 0.063 0.491 0.934   1.0
0.873 0.857 0.141 0.307   1.0
0.502 0.919 0.400 0.823   1.0
0.387 0.448 0.161 0.293   -1.0
0.595 0.180 0.249 0.634   -1.0
0.788 0.592 0.706 0.689   1.0
0.708 0.068 0.822 0.454   1.0
0.745 0.533 0.094 0.963   1.0
0.742 0.046 0.786 0.441   1.0
0.982 0.487 0.819 0.244   1.0
0.647 0.545 0.077 0.918   1.0
0.706 0.505 0.551 0.646   1.0
0.759 0.825 0.675 0.957   1.0
0.199 0.104 0.942 0.659   -1.0
0.276 0.075 0.721 0.845   -1.0
0.756 0.430 0.272 0.837   1.0
0.498 0.144 0.974 0.685   1.0
0.586 0.286 0.161 0.312   -1.0
0.044 0.492 0.187 0.647   -1.0
0.878 0.706 0.524 0.836   1.0
0.917 0.984 0.692 0.246   1.0
0.958 0.520 0.735 0.765   1.0
0.564 0.382 0.963 0.605   1.0
0.579 0.096 0.650 0.219   -1.0
0.603 0.719 0.784 0.029   1.0
0.860 0.855 0.969 0.263   1.0
0.347 0.473 0.565 0.586   -1.0
0.574 0.823 0.403 0.962   1.0
0.156 0.607 0.824 0.793   1.0
0.235 0.028 0.449 0.145   -1.0
0.803 0.282 0.703 0.158   -1.0
0.127 0.644 0.346 0.380   -1.0
0.826 0.485 0.016 0.251   -1.0
0.966 0.966 0.174 0.590   1.0
0.127 0.073 0.554 0.412   -1.0
0.612 0.313 0.089 0.514   -1.0
0.323 0.984 0.704 0.182   1.0
0.075 0.305 0.606 0.576   -1.0
0.248 0.630 0.540 0.232   -1.0
0.303 0.332 0.668 0.151   -1.0
0.192 0.011 0.027 0.078   -1.0
0.867 0.102 0.182 0.485   -1.0
0.489 0.909 0.526 0.342   1.0
0.931 0.397 0.815 0.109   1.0
0.672 0.809 0.881 0.886   1.0
0.784 0.376 0.303 0.245   -1.0
